"","X","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","Column","System","Block","Velocity","Salinity","Temperature","treatments","surf_area"
"455",475,723213040,"2022-03-28T22:00:00Z","1899-12-31T21:54:33Z","FO",1335,"stress",5,5,"C55",114,740,"0",0.846,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"456",476,723220980,"2022-03-28T22:00:00Z","1899-12-31T21:54:40Z","FO",1336,"stress",5,5,"C55",101,302,"0",0.666,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"457",477,723226060,"2022-03-28T22:00:00Z","1899-12-31T21:54:46Z","FO",1337,"stress",5,5,"C55",235,545,"0",0.569,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"458",478,723234400,"2022-03-28T22:00:00Z","1899-12-31T21:54:54Z","FO",1338,"stress",5,5,"C55",531,1567,"0",0.661,"0.0",60,"IMP","B4","reduced","background","increased","RBI",15.2
"459",480,723283960,"2022-03-28T22:00:00Z","1899-12-31T21:55:43Z","FO",1342,"stress",5,5,"C56",118,483,"0",0.756,"0.0",28,"IMP","B4","reduced","background","increased","RBI",21.2
"460",481,723296980,"2022-03-28T22:00:00Z","1899-12-31T21:55:56Z","FO",1343,"stress",5,5,"C56",297,823,"0",0.639,"0.0",28,"IMP","B4","reduced","background","increased","RBI",21.2
"461",482,723304820,"2022-03-28T22:00:00Z","1899-12-31T21:56:04Z","FO",1344,"stress",5,5,"C56",226,467,"0",0.516,"0.0",28,"IMP","B4","reduced","background","increased","RBI",21.2
"462",483,723328100,"2022-03-28T22:00:00Z","1899-12-31T21:56:28Z","FO",1346,"stress",5,5,"C57",363,1237,"0",0.707,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"463",484,723335060,"2022-03-28T22:00:00Z","1899-12-31T21:56:35Z","FO",1347,"stress",5,5,"C57",218,674,"0",0.677,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"464",485,723342000,"2022-03-28T22:00:00Z","1899-12-31T21:56:42Z","FO",1348,"stress",5,5,"C57",102,537,"0",0.81,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"465",486,723350740,"2022-03-28T22:00:00Z","1899-12-31T21:56:50Z","FO",1349,"stress",5,5,"C57",376,1121,"0",0.665,"0.0",61,"IMP","B4","reduced","background","increased","RBI",18.29
"466",488,723369260,"2022-03-28T22:00:00Z","1899-12-31T21:57:09Z","FO",1352,"stress",5,5,"C58",272,670,"0",0.594,"0.0",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"467",489,723376220,"2022-03-28T22:00:00Z","1899-12-31T21:57:16Z","FO",1353,"stress",5,5,"C58",229,576,"0",0.602,"0.0",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"468",490,723383560,"2022-03-28T22:00:00Z","1899-12-31T21:57:23Z","FO",1354,"stress",5,5,"C58",136,539,"0",0.748,"0.0",62,"IMP","B4","reduced","salt","increased","RSI",15.2
"469",491,723409500,"2022-03-28T22:00:00Z","1899-12-31T21:57:49Z","FO",1356,"stress",5,5,"C59",162,581,"0",0.721,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"470",492,723419840,"2022-03-28T22:00:00Z","1899-12-31T21:57:59Z","FO",1357,"stress",5,5,"C59",204,690,"0",0.704,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"471",493,723424440,"2022-03-28T22:00:00Z","1899-12-31T21:58:04Z","FO",1358,"stress",5,5,"C59",257,1041,"0",0.753,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"472",494,723432660,"2022-03-28T22:00:00Z","1899-12-31T21:58:12Z","FO",1359,"stress",5,5,"C59",130,411,"0",0.684,"0.0",29,"IMP","B4","reduced","background","increased","RBI",24
"473",495,723476680,"2022-03-28T22:00:00Z","1899-12-31T21:58:56Z","FO",1361,"stress",5,5,"C60",163,691,"0",0.764,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"474",496,723482980,"2022-03-28T22:00:00Z","1899-12-31T21:59:02Z","FO",1362,"stress",5,5,"C60",204,703,"0",0.71,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"475",497,723488900,"2022-03-28T22:00:00Z","1899-12-31T21:59:08Z","FO",1363,"stress",5,5,"C60",231,836,"0",0.724,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"476",498,723494300,"2022-03-28T22:00:00Z","1899-12-31T21:59:14Z","FO",1364,"stress",5,5,"C60",135,965,"0",0.86,"0.0",63,"IMP","B4","normal","salt","increased","NSI",14.82
"477",499,723509880,"2022-03-28T22:00:00Z","1899-12-31T21:59:29Z","FO",1366,"stress",5,5,"C61",137,545,"0",0.749,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"478",500,723514140,"2022-03-28T22:00:00Z","1899-12-31T21:59:34Z","FO",1367,"stress",5,5,"C61",228,656,"0",0.652,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"479",501,723520740,"2022-03-28T22:00:00Z","1899-12-31T21:59:40Z","FO",1368,"stress",5,5,"C61",105,524,"0",0.8,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"480",502,723526560,"2022-03-28T22:00:00Z","1899-12-31T21:59:46Z","FO",1369,"stress",5,5,"C61",203,1284,"0",0.842,"0.0",30,"IMP","B4","reduced","salt","increased","RSI",28
"481",503,723540300,"2022-03-28T22:00:00Z","1899-12-31T22:00:00Z","FO",1371,"stress",5,5,"C62",261,801,"0",0.674,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"482",504,723545560,"2022-03-28T22:00:00Z","1899-12-31T22:00:05Z","FO",1372,"stress",5,5,"C62",168,679,"0",0.753,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"483",505,723550560,"2022-03-28T22:00:00Z","1899-12-31T22:00:10Z","FO",1373,"stress",5,5,"C62",209,697,"0",0.7,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"484",506,723557900,"2022-03-28T22:00:00Z","1899-12-31T22:00:17Z","FO",1374,"stress",5,5,"C62",198,429,"0",0.538,"0.0",31,"IMP","B4","normal","background","increased","NBI",22
"485",507,723574540,"2022-03-28T22:00:00Z","1899-12-31T22:00:34Z","FO",1376,"stress",5,5,"C63",193,868,"0",0.778,"0.0",32,"IMP","B4","normal","background","increased","NBI",19.2
"486",508,723579060,"2022-03-28T22:00:00Z","1899-12-31T22:00:39Z","FO",1377,"stress",5,5,"C63",229,957,"0",0.761,"0.0",32,"IMP","B4","normal","background","increased","NBI",19.2
"487",510,723595780,"2022-03-28T22:00:00Z","1899-12-31T22:00:55Z","FO",1379,"stress",5,5,"C63",108,377,"0",0.714,"0.0",32,"IMP","B4","normal","background","increased","NBI",19.2
"488",512,723615740,"2022-03-28T22:00:00Z","1899-12-31T22:01:15Z","FO",1382,"stress",5,5,"C64",123,459,"0",0.732,"0.0",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"489",513,723620980,"2022-03-28T22:00:00Z","1899-12-31T22:01:20Z","FO",1383,"stress",5,5,"C64",155,682,"0",0.773,"0.0",64,"IMP","B4","reduced","salt","increased","RSI",23.2
"490",515,2072620,"2022-04-01T22:00:00Z","1899-12-31T21:17:53Z","FO",1734,"stress",9,9,"C01",160,472,"0",0.661,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"491",516,2078000,"2022-04-01T22:00:00Z","1899-12-31T21:17:59Z","FO",1735,"stress",9,9,"C01",224,515,"0",0.565,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"492",517,2084060,"2022-04-01T22:00:00Z","1899-12-31T21:18:05Z","FO",1736,"stress",9,9,"C01",246,458,"0",0.463,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"493",518,2095080,"2022-04-01T22:00:00Z","1899-12-31T21:18:16Z","FO",1737,"stress",9,9,"C01",286,1294,"0",0.779,"0.0",33,"IMP","B1","reduced","background","increased","RBI",16.8
"494",519,2123460,"2022-04-01T22:00:00Z","1899-12-31T21:18:44Z","FO",1741,"stress",9,9,"C02",390,1164,"0",0.665,"0.0",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"495",520,2129260,"2022-04-01T22:00:00Z","1899-12-31T21:18:50Z","FO",1742,"stress",9,9,"C02",520,1812,"0",0.713,"0.0",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"496",521,2141060,"2022-04-01T22:00:00Z","1899-12-31T21:19:02Z","FO",1743,"stress",9,9,"C02",191,526,"0",0.637,"0.0",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"497",522,2153140,"2022-04-01T22:00:00Z","1899-12-31T21:19:14Z","FO",1744,"stress",9,9,"C02",138,496,"0",0.722,"0.0",34,"IMP","B1","reduced","salt","increased","RSI",15.96
"498",523,2171240,"2022-04-01T22:00:00Z","1899-12-31T21:19:32Z","FO",1746,"stress",9,9,"C03",251,941,"0",0.733,"0.0",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"499",524,2178220,"2022-04-01T22:00:00Z","1899-12-31T21:19:39Z","FO",1747,"stress",9,9,"C03",264,833,"0",0.683,"0.0",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"500",525,2187140,"2022-04-01T22:00:00Z","1899-12-31T21:19:48Z","FO",1748,"stress",9,9,"C03",232,487,"0",0.524,"0.0",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"501",526,2201380,"2022-04-01T22:00:00Z","1899-12-31T21:20:02Z","FO",1749,"stress",9,9,"C03",365,834,"0",0.562,"0.0",35,"IMP","B1","reduced","salt","increased","RSI",14.04
"502",527,2225760,"2022-04-01T22:00:00Z","1899-12-31T21:20:26Z","FO",1751,"stress",9,9,"C04",196,598,"0",0.672,"0.0",36,"IMP","B1","normal","background","increased","NBI",17.1
"503",528,2235880,"2022-04-01T22:00:00Z","1899-12-31T21:20:36Z","FO",1752,"stress",9,9,"C04",107,362,"0",0.704,"0.0",36,"IMP","B1","normal","background","increased","NBI",17.1
"504",530,2260820,"2022-04-01T22:00:00Z","1899-12-31T21:21:01Z","FO",1754,"stress",9,9,"C04",170,648,"0",0.738,"0.0",36,"IMP","B1","normal","background","increased","NBI",17.1
"505",531,2283760,"2022-04-01T22:00:00Z","1899-12-31T21:21:24Z","FO",1756,"stress",9,9,"C05",219,705,"0",0.689,"0.0",1,"IMP","B1","normal","background","increased","NBI",18
"506",532,2289220,"2022-04-01T22:00:00Z","1899-12-31T21:21:30Z","FO",1757,"stress",9,9,"C05",202,684,"0",0.705,"0.0",1,"IMP","B1","normal","background","increased","NBI",18
"507",534,2308500,"2022-04-01T22:00:00Z","1899-12-31T21:21:49Z","FO",1759,"stress",9,9,"C05",226,952,"0",0.763,"0.0",1,"IMP","B1","normal","background","increased","NBI",18
"508",535,2322220,"2022-04-01T22:00:00Z","1899-12-31T21:22:03Z","FO",1761,"stress",9,9,"C06",152,390,"0",0.61,"0.0",2,"IMP","B1","reduced","background","increased","RBI",15.75
"509",536,2330700,"2022-04-01T22:00:00Z","1899-12-31T21:22:11Z","FO",1762,"stress",9,9,"C06",210,635,"0",0.669,"0.0",2,"IMP","B1","reduced","background","increased","RBI",15.75
"510",537,2336200,"2022-04-01T22:00:00Z","1899-12-31T21:22:17Z","FO",1763,"stress",9,9,"C06",174,458,"0",0.62,"0.0",2,"IMP","B1","reduced","background","increased","RBI",15.75
"511",538,2346680,"2022-04-01T22:00:00Z","1899-12-31T21:22:27Z","FO",1764,"stress",9,9,"C06",493,1333,"0",0.63,"0.0",2,"IMP","B1","reduced","background","increased","RBI",15.75
"512",539,2371980,"2022-04-01T22:00:00Z","1899-12-31T21:22:52Z","FO",1766,"stress",9,9,"C07",138,674,"0",0.795,"0.0",3,"IMP","B1","normal","background","increased","NBI",18
"513",540,2378860,"2022-04-01T22:00:00Z","1899-12-31T21:22:59Z","FO",1767,"stress",9,9,"C07",138,437,"0",0.684,"0.0",3,"IMP","B1","normal","background","increased","NBI",18
"514",541,2384320,"2022-04-01T22:00:00Z","1899-12-31T21:23:05Z","FO",1768,"stress",9,9,"C07",186,318,"0",0.415,"0.0",3,"IMP","B1","normal","background","increased","NBI",18
"515",542,2394420,"2022-04-01T22:00:00Z","1899-12-31T21:23:15Z","FO",1769,"stress",9,9,"C07",176,1101,"0",0.84,"0.0",3,"IMP","B1","normal","background","increased","NBI",18
"516",543,2411600,"2022-04-01T22:00:00Z","1899-12-31T21:23:32Z","FO",1771,"stress",9,9,"C08",218,908,"0",0.76,"0.0",4,"IMP","B1","reduced","salt","increased","RSI",13.5
"517",544,2417820,"2022-04-01T22:00:00Z","1899-12-31T21:23:38Z","FO",1772,"stress",9,9,"C08",175,463,"0",0.622,"0.0",4,"IMP","B1","reduced","salt","increased","RSI",13.5
"518",545,2423100,"2022-04-01T22:00:00Z","1899-12-31T21:23:44Z","FO",1773,"stress",9,9,"C08",204,493,"0",0.586,"0.0",4,"IMP","B1","reduced","salt","increased","RSI",13.5
"519",546,2436440,"2022-04-01T22:00:00Z","1899-12-31T21:23:57Z","FO",1774,"stress",9,9,"C08",365,1353,"0",0.73,"0.0",4,"IMP","B1","reduced","salt","increased","RSI",13.5
"520",547,2459180,"2022-04-01T22:00:00Z","1899-12-31T21:24:20Z","FO",1776,"stress",9,9,"C09",193,1186,"0",0.837,"0.0",37,"IMP","B1","normal","background","increased","NBI",16
"521",548,2466460,"2022-04-01T22:00:00Z","1899-12-31T21:24:27Z","FO",1777,"stress",9,9,"C09",116,416,"0",0.721,"0.0",37,"IMP","B1","normal","background","increased","NBI",16
"522",549,2473560,"2022-04-01T22:00:00Z","1899-12-31T21:24:34Z","FO",1778,"stress",9,9,"C09",122,337,"0",0.638,"0.0",37,"IMP","B1","normal","background","increased","NBI",16
"523",550,2482380,"2022-04-01T22:00:00Z","1899-12-31T21:24:43Z","FO",1779,"stress",9,9,"C09",195,691,"0",0.718,"0.0",37,"IMP","B1","normal","background","increased","NBI",16
"524",553,2511220,"2022-04-01T22:00:00Z","1899-12-31T21:25:12Z","FO",1783,"stress",9,9,"C10",166,496,"0",0.665,"0.0",5,"IMP","B1","reduced","background","increased","RBI",13.5
"525",554,2519280,"2022-04-01T22:00:00Z","1899-12-31T21:25:20Z","FO",1784,"stress",9,9,"C10",163,336,"0",0.515,"0.0",5,"IMP","B1","reduced","background","increased","RBI",13.5
"526",556,2540240,"2022-04-01T22:00:00Z","1899-12-31T21:25:41Z","FO",1787,"stress",9,9,"C11",142,494,"0",0.713,"0.0",6,"IMP","B1","reduced","salt","increased","RSI",20
"527",557,2546200,"2022-04-01T22:00:00Z","1899-12-31T21:25:47Z","FO",1788,"stress",9,9,"C11",142,781,"0",0.818,"0.0",6,"IMP","B1","reduced","salt","increased","RSI",20
"528",558,2554180,"2022-04-01T22:00:00Z","1899-12-31T21:25:55Z","FO",1789,"stress",9,9,"C11",269,1408,"0",0.809,"0.0",6,"IMP","B1","reduced","salt","increased","RSI",20
"529",560,2574060,"2022-04-01T22:00:00Z","1899-12-31T21:26:15Z","FO",1792,"stress",9,9,"C12",114,375,"0",0.696,"0.0",38,"IMP","B1","reduced","background","increased","RBI",12.54
"530",561,2582420,"2022-04-01T22:00:00Z","1899-12-31T21:26:23Z","FO",1793,"stress",9,9,"C12",227,739,"0",0.693,"0.0",38,"IMP","B1","reduced","background","increased","RBI",12.54
"531",562,2599260,"2022-04-01T22:00:00Z","1899-12-31T21:26:40Z","FO",1794,"stress",9,9,"C12",185,577,"0",0.679,"0.0",38,"IMP","B1","reduced","background","increased","RBI",12.54
"532",563,2615640,"2022-04-01T22:00:00Z","1899-12-31T21:26:56Z","FO",1796,"stress",9,9,"C13",223,790,"0",0.718,"0.0",7,"IMP","B1","normal","salt","increased","NSI",24
"533",564,2629220,"2022-04-01T22:00:00Z","1899-12-31T21:27:10Z","FO",1799,"stress",9,9,"C13",187,662,"0",0.718,"0.0",7,"IMP","B1","normal","salt","increased","NSI",24
"534",565,2634400,"2022-04-01T22:00:00Z","1899-12-31T21:27:15Z","FO",1800,"stress",9,9,"C13",200,673,"0",0.703,"0.0",7,"IMP","B1","normal","salt","increased","NSI",24
"535",566,2639960,"2022-04-01T22:00:00Z","1899-12-31T21:27:20Z","FO",1801,"stress",9,9,"C13",193,864,"0",0.777,"0.0",7,"IMP","B1","normal","salt","increased","NSI",24
"536",567,2650980,"2022-04-01T22:00:00Z","1899-12-31T21:27:31Z","FO",1802,"stress",9,9,"C13",313,1024,"0",0.694,"0.0",7,"IMP","B1","normal","salt","increased","NSI",24
"537",568,2668340,"2022-04-01T22:00:00Z","1899-12-31T21:27:49Z","FO",1804,"stress",9,9,"C14",167,718,"0",0.767,"0.0",39,"IMP","B1","normal","salt","increased","NSI",11.88
"538",569,2674620,"2022-04-01T22:00:00Z","1899-12-31T21:27:55Z","FO",1805,"stress",9,9,"C14",288,1019,"0",0.717,"0.0",39,"IMP","B1","normal","salt","increased","NSI",11.88
"539",570,2679340,"2022-04-01T22:00:00Z","1899-12-31T21:28:00Z","FO",1806,"stress",9,9,"C14",205,565,"0",0.637,"0.0",39,"IMP","B1","normal","salt","increased","NSI",11.88
"540",571,2687940,"2022-04-01T22:00:00Z","1899-12-31T21:28:08Z","FO",1807,"stress",9,9,"C14",181,277,"0",0.347,"0.0",39,"IMP","B1","normal","salt","increased","NSI",11.88
"541",572,2724920,"2022-04-01T22:00:00Z","1899-12-31T21:28:45Z","FO",1810,"stress",9,9,"C15",217,693,"0",0.687,"0.0",8,"IMP","B1","normal","salt","increased","NSI",28
"542",573,2729360,"2022-04-01T22:00:00Z","1899-12-31T21:28:50Z","FO",1811,"stress",9,9,"C15",133,382,"0",0.652,"0.0",8,"IMP","B1","normal","salt","increased","NSI",28
"543",574,2735380,"2022-04-01T22:00:00Z","1899-12-31T21:28:56Z","FO",1812,"stress",9,9,"C15",198,929,"0",0.787,"0.0",8,"IMP","B1","normal","salt","increased","NSI",28
"544",575,2747880,"2022-04-01T22:00:00Z","1899-12-31T21:29:08Z","FO",1813,"stress",9,9,"C15",203,837,"0",0.757,"0.0",8,"IMP","B1","normal","salt","increased","NSI",28
"545",576,2762680,"2022-04-01T22:00:00Z","1899-12-31T21:29:23Z","FO",1815,"stress",9,9,"C16",138,458,"0",0.699,"0.0",40,"IMP","B1","normal","salt","increased","NSI",15.99
"546",578,2774780,"2022-04-01T22:00:00Z","1899-12-31T21:29:35Z","FO",1817,"stress",9,9,"C16",128,478,"0",0.732,"0.0",40,"IMP","B1","normal","salt","increased","NSI",15.99
"547",579,2782420,"2022-04-01T22:00:00Z","1899-12-31T21:29:43Z","FO",1818,"stress",9,9,"C16",203,836,"0",0.757,"0.0",40,"IMP","B1","normal","salt","increased","NSI",15.99
"548",581,2847660,"2022-04-01T22:00:00Z","1899-12-31T21:30:48Z","FO",1821,"stress",9,9,"C17",248,888,"0",0.721,"0.0",9,"IMP","B2","reduced","salt","control","RSC",20
"549",582,2854760,"2022-04-01T22:00:00Z","1899-12-31T21:30:55Z","FO",1822,"stress",9,9,"C17",157,298,"0",0.473,"0.0",9,"IMP","B2","reduced","salt","control","RSC",20
"550",583,2868080,"2022-04-01T22:00:00Z","1899-12-31T21:31:09Z","FO",1823,"stress",9,9,"C17",758,2271,"0",0.666,"0.0",9,"IMP","B2","reduced","salt","control","RSC",20
"551",584,2886080,"2022-04-01T22:00:00Z","1899-12-31T21:31:27Z","FO",1825,"stress",9,9,"C18",428,1482,"0",0.711,"0.0",41,"IMP","B2","normal","background","control","NBC",12.09
"552",585,2895080,"2022-04-01T22:00:00Z","1899-12-31T21:31:36Z","FO",1826,"stress",9,9,"C18",190,761,"0",0.75,"0.0",41,"IMP","B2","normal","background","control","NBC",12.09
"553",586,2903980,"2022-04-01T22:00:00Z","1899-12-31T21:31:44Z","FO",1827,"stress",9,9,"C18",112,412,"0",0.728,"0.0",41,"IMP","B2","normal","background","control","NBC",12.09
"554",587,2916000,"2022-04-01T22:00:00Z","1899-12-31T21:31:57Z","FO",1828,"stress",9,9,"C18",265,763,"0",0.653,"0.0",41,"IMP","B2","normal","background","control","NBC",12.09
"555",588,2936540,"2022-04-01T22:00:00Z","1899-12-31T21:32:17Z","FO",1830,"stress",9,9,"C19",335,917,"0",0.635,"0.0",42,"IMP","B2","normal","background","control","NBC",15.6
"556",589,2943940,"2022-04-01T22:00:00Z","1899-12-31T21:32:24Z","FO",1831,"stress",9,9,"C19",267,1018,"0",0.738,"0.0",42,"IMP","B2","normal","background","control","NBC",15.6
"557",590,2961840,"2022-04-01T22:00:00Z","1899-12-31T21:32:42Z","FO",1832,"stress",9,9,"C19",206,714,"0",0.711,"0.0",42,"IMP","B2","normal","background","control","NBC",15.6
"558",591,2969860,"2022-04-01T22:00:00Z","1899-12-31T21:32:50Z","FO",1833,"stress",9,9,"C19",365,976,"0",0.626,"0.0",42,"IMP","B2","normal","background","control","NBC",15.6
"559",592,2988680,"2022-04-01T22:00:00Z","1899-12-31T21:33:09Z","FO",1835,"stress",9,9,"C20",182,613,"0",0.703,"0.0",43,"IMP","B2","reduced","salt","control","RSC",13.3
"560",593,3007920,"2022-04-01T22:00:00Z","1899-12-31T21:33:28Z","FO",1836,"stress",9,9,"C20",420,1436,"0",0.708,"0.0",43,"IMP","B2","reduced","salt","control","RSC",13.3
"561",594,3021000,"2022-04-01T22:00:00Z","1899-12-31T21:33:42Z","FO",1837,"stress",9,9,"C20",239,910,"0",0.737,"0.0",43,"IMP","B2","reduced","salt","control","RSC",13.3
"562",595,3035060,"2022-04-01T22:00:00Z","1899-12-31T21:33:56Z","FO",1838,"stress",9,9,"C20",586,1944,"0",0.699,"0.0",43,"IMP","B2","reduced","salt","control","RSC",13.3
"563",596,3042980,"2022-04-01T22:00:00Z","1899-12-31T21:34:03Z","FO",1839,"stress",9,9,"C20",128,293,"0",0.563,"0.0",43,"IMP","B2","reduced","salt","control","RSC",13.3
"564",597,3051900,"2022-04-01T22:00:00Z","1899-12-31T21:34:12Z","FO",1840,"stress",9,9,"C20",102,236,"0",0.568,"0.0",43,"IMP","B2","reduced","salt","control","RSC",13.3
"565",598,3073340,"2022-04-01T22:00:00Z","1899-12-31T21:34:34Z","FO",1843,"stress",9,9,"C21",418,1399,"0",0.701,"0.0",10,"IMP","B2","normal","background","control","NBC",19.2
"566",599,3081260,"2022-04-01T22:00:00Z","1899-12-31T21:34:42Z","FO",1844,"stress",9,9,"C21",167,442,"0",0.622,"0.0",10,"IMP","B2","normal","background","control","NBC",19.2
"567",600,3095060,"2022-04-01T22:00:00Z","1899-12-31T21:34:56Z","FO",1845,"stress",9,9,"C21",217,693,"0",0.687,"0.0",10,"IMP","B2","normal","background","control","NBC",19.2
"568",601,3109700,"2022-04-01T22:00:00Z","1899-12-31T21:35:10Z","FO",1846,"stress",9,9,"C21",178,618,"0",0.712,"0.0",10,"IMP","B2","normal","background","control","NBC",19.2
"569",602,3128220,"2022-04-01T22:00:00Z","1899-12-31T21:35:29Z","FO",1848,"stress",9,9,"C22",135,440,"0",0.693,"0.0",44,"IMP","B2","reduced","background","control","RBC",14.62
"570",603,3140880,"2022-04-01T22:00:00Z","1899-12-31T21:35:41Z","FO",1849,"stress",9,9,"C22",346,857,"0",0.596,"0.0",44,"IMP","B2","reduced","background","control","RBC",14.62
"571",604,3147580,"2022-04-01T22:00:00Z","1899-12-31T21:35:48Z","FO",1850,"stress",9,9,"C22",317,1214,"0",0.739,"0.0",44,"IMP","B2","reduced","background","control","RBC",14.62
"572",605,3157900,"2022-04-01T22:00:00Z","1899-12-31T21:35:58Z","FO",1851,"stress",9,9,"C22",370,977,"0",0.621,"0.0",44,"IMP","B2","reduced","background","control","RBC",14.62
"573",606,3175460,"2022-04-01T22:00:00Z","1899-12-31T21:36:16Z","FO",1853,"stress",9,9,"C23",149,485,"0",0.693,"0.0",11,"IMP","B2","normal","background","control","NBC",25
"574",607,3181480,"2022-04-01T22:00:00Z","1899-12-31T21:36:22Z","FO",1854,"stress",9,9,"C23",227,543,"0",0.582,"0.0",11,"IMP","B2","normal","background","control","NBC",25
